text,llm_responses,scope3,vague
"Joined the Science Based Targets initiative (SBTi) and the Climate Pledge, and have submitted our science based target in 2022 for validation.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Achieved LEED Gold and WELL Platinum at our headquarters.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Social Driver and courier well being: Surveyed drivers and couriers through various sessions globally, asked employees (including executives) to drive and deliver in order to understand the experience better, and published transparent papers about opportunities to improve independent work.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"People and culture: Published our 5th report covering human capital management, DEI issues, and more.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Local impact: Published dozens of posts, papers, and impact reports on critical ESG and stakeholder issues.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Urban use: Published analysis of the study we commissioned in 8 cities around the world on trends in urban development, transportation, and ridesharing.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Data security: Obtained important certifications and reports for core business lines (ISO 27001, SOC 2, SOC 2 Type 2).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Political activities: In 2022, we released Uber’s US Political Engagement report, which includes a summary of our US Corporate Political Activity Policy, board level oversight, and direct lobbying activities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The kind of people who are relentless about our mission to help people go anywhere, get anything, and earn in the way that works best for them .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It pushes us to constantly reimagine how we can connect movement .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our new company values provide the clear guidance we need to successfully achieve our mission .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are a values led company, which means that everything we do to drive business impact is rooted in our values .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These values describe not only how we act but also what we do, the decisions we make, and where we spend our time .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our values are uniquely Uber, and they define our culture, who we are as a company, and who we want to join us in the future .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our goal with our culture activation work is to increase pride and connection to Uber, become a more aligned and effective organization, and ultimately achieve our mission .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We know this is a multi year goal and that it will require all of us existing employees and new team members we bring in to participate .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We want people who are inspired by our mission and values to stay and contribute to our culture over time as we continue to refine and improve what it means to be a values led organization .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Extending our values through our ESG vision A critical component of being values led is extending our values beyond our walls, into our products, our partnerships, and our interactions globally .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our ESG vision and strategy is a key way we’re bringing our values to life across the impacts of our business, internally and externally .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ESG vision Seamless integration of ESG principles into business decision making to promote long term stockholder value and a better quality of life for our stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across the globe, Uber has been part of building back better amid a new normal.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re working with cities and NGOs, partnering with health and mobility companies, and introducing new users to Uber through a variety of new products and offerings to keep people and cities moving.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Showing up for cities in these challenging, fast changing times is how we strive to always Do the right thing.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One significant focus is on improving public health outcomes through transportation access .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Every year, an estimated 3 .6 million Americans miss healthcare appointments due to a lack of reliable transportation .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber Health connects drivers with riders in need to make sure lack of transportation is never a barrier to staying healthy .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Washington, DC, for instance, Uber Health and Surgo Ventures partnered with 2 federally qualified health centers (Community of Hope and Mary’s Center) to launch Rides for Moms, which provides free transportation for prenatal and postnatal care appointments for up to 1,000 pregnant people .
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Participants may schedule their rides either through Uber Health or using vouchers, while receiving support from transportation coordinators .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Similarly, CVS Health provided Uber Health rides to local community organizations for high need individuals who need transportation to healthcare, work, or education in Atlanta, Columbus, and Hartford .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This effort, part of CVS Health’s Health Zones initiative, meets an important need in social determinants of health by treating access as part of any individual’s overall well being .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Access to transportation and food Working to avoid missed appointments isn’t the only way Uber improves public health .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A recent Brookings Institution report found that third party delivery apps like Uber Eats help expand food access in low income neighborhoods .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Uber Transit partnership with Cecil Transit in Maryland provides rides to job interviews, workplaces, and medical appointments for addiction program participants .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Participants found jobs within 9 days, on average, compared with 31 days before the transit program started, while missed health appointments decreased from 75% to 19% .
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"Increasing access also means developing new mobility options that reflect local needs .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By building technology to make rides available with the tap of a button, Uber has helped revolutionize access to transportation .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have continued to diversify and expand the suite of offerings available through our platform, making on demand transportation accessible to a wider cross section of urban populations while expanding the footprint of public transit and micromobility networks .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This past year has seen a rapid increase of motorcycle taxis, yellow taxis, and auto rickshaw taxis on the Uber platform .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Uber Moto ride option provides access to low cost motorcycle taxi rides while creating earning opportunities for drivers and couriers with a lower barrier to entry than car based options .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It’s also a popular way to fill the first last mile gap with public transit in Indian cities, a major finding of our Future of Cities India report .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, we launched Uber Moto in dozens of new cities, with more than 30 in Brazil alone, drawing a new rider base and increasing access to mobility for highly price sensitive users .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across the globe, we’ve been growing our Uber Taxi ride option by launching in new cities and expanding existing operations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Over the past year, and through Autocab, we expanded taxi partnerships to more than 20 cities across the UK, while our partnerships with taxi tech providers in New York, San Francisco, and Italy have set a global precedent for Uber and taxis working together .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We believe these partnerships are a win win for cities, taxi drivers and companies, and Uber by better balancing demand for rides with supply of vehicles for cities .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, Uber Transit supplements fixed route service and improves paratransit reliability for transit riders in communities across the US and beyond .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continued to expand Dallas Area Rapid Transit’s ability to maintain service across its 700 mile service area through a partnership that lets its transit riders book rides to transit hubs through their app .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Meanwhile, Uber partnered with Bedford Park, an industrial employment center outside Chicago, to provide first last mile connections to transit and late night service across multiple transit agencies as part of the town’s Connect2Work transportation program .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’ve also expanded riders’ ability to find transit access through a strategic partnership with Trapeze, whose technology powers paratransit for dozens of transit agencies across North America .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"On our quest to reduce car ownership, we provide access to a diversity of transportation options that fulfill different types of trips .
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"For example, micromobility including bikes and scooters is particularly suited for short trips within dense environments .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through our partnership with Lime, we’ve expanded our micromobility coverage by more than 2 dozen cities in 11 countries, meaning micromobility services can now be accessed through the Uber app in over 170 cities worldwide .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Shifting to micromobility for deliveries will be one of the most meaningful ways we can keep cities moving while mitigating impacts on congestion and emissions, according to a study we commissioned from WSP .
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Car Next Door, which we recently acquired, offers peer to peer car sharing in Australia for longer trips .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And we relaunched a newly designed shared rides product that’s affordable and convenient for riders and drivers .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Both services increase utilization of vehicles, either by finding uses for when the owner isn’t driving or by increasing the number of people in the vehicle when it’s in motion .
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In response to the quick return to pre pandemic traffic levels in cities around the world, Uber produced a position paper on congestion .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In it, we explored the role that Uber and road users play, introduced principles for meaningfully reducing congestion’s root cause (namely single occupant vehicle trips), and committed to doing our part to help reduce congestion .
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"Uber actively partners with companies and regional authorities to help reduce reliance on single occupant vehicles, offering an entire suite of mobility options to support choosing green .
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Working in tandem with public policies is often the most effective way of achieving shared goals .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber’s Clean Air Plan in London, a response to the city of London’s Congestion Charge (CC) and Ultra Low Emission Zone (ULEZ), has so far resulted in more than 10% of the vehicle kilometers traveled on our platform being electric, the highest ratio across major European cities on the platform .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"But this would not have been possible without the reinforcing city policies of the CC and ULEZ, which were in place before our program launched .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In regards to delivery, about 95% of merchants report that working with Uber Eats has had a positive impact on their business during the pandemic .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’ve remained committed to supporting merchants, providing 20 million in support efforts throughout 2021 to help local restaurants in the US and Canada as part of our Eat Local campaign, which included 4 .5 million in small business relief grants administered by LISC for local restaurants, the majority of which were minority owned .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"When indoor dining was shut down during the pandemic, we helped reimagine parking spots and other underutilized spaces as dining destinations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We tested some of these ideas in Harlem and Washington, DC .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One of the most compelling aspects of Uber that became evident over the last year is how we can pivot in response to changing environments .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"From creating new taxi partnerships and supporting refugees fleeing conflict to navigating fluctuating public health guidelines and the resulting changes to city dining and streetscapes, Uber continues to help people get where and what they need in every community we serve .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a company that reimagines the way the world moves for the better, creating social impact in the communities Uber serves is at the heart of our mission.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber embraces the use of our mobility and delivery technologies to make movement accessible to all and to increase equity.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Over the past year, Uber has helped decrease transportation barriers to COVID 19 vaccinations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also donated access to rides for those seeking refuge, offered meal delivery to frontline responders with Uber Eats, and transported essential goods in times of crisis with Uber Freight, among other purpose driven efforts .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Committed 10 million free rides In 2021, Uber committed to giving 10 million free or discounted rides to healthcare workers, seniors, and other people around the world so they could travel to get vaccinated .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In the US, we partnered with organizations such as the League of United Latin American Citizens, Morehouse School of Medicine, National Action Network, and Partners in Health organizations with ties to communities of color that were disproportionately impacted by the pandemic .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Internationally, major partners included the Bill and Melinda Gates Foundation, the International Federation of Red Cross and Red Crescent Societies (IFRC), and UNESCO .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber worked with over 280 partners who were on the front lines of vaccinating our communities in 44 countries to provide these rides .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Created the Vaccine Access Fund In addition to Uber’s original commitment of 10 million rides for vaccines, we teamed up with the Local Initiatives Support Corporation, PayPal, and Walgreens to create the Vaccine Access Fund in the US .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This 11 million initiative lets us fund even more rides for communities in need .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Specifically, it addresses health inequities by facilitating rides to vaccination sites and other places where people from underserved parts of the country can learn about the vaccine from trusted contacts .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We also launched an in app feature that allows users to donate to the fund .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through that fund, we engaged 65 active community partners in 57 cities across 21 states to provide vaccine education and rides .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Looking ahead, we’ll use remaining funds to address systemic barriers to access to health services beyond vaccines .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Partnered with the White House Uber worked with the White House to make it as easy as possible for everyone in the US to get vaccinated .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We built an easy to use in app experience, integrating vaccines .gov data directly into the Uber app, where users could find nearby available vaccination appointments from tens of thousands of local providers .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"From May 24 to July 4, 2021, we offered free rides (up to 25 each) for every leg of the trip to help people get to and from their first 2 vaccinations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through transportation accessed through Uber Health, unemployed young adults in the Bridges to Employing Youth Program were able to receive a COVID 19 vaccination, a new requirement for many available employment positions.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"This service has opened many doors to the unemployed youth who have been financially impacted by the pandemic.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Helped recovery from natural disasters Across our mobility, delivery, and freight platforms, we have the ability to move people to safety or get them essential supplies and services in response to disasters and to help with recovery .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber continued to show up in communities devastated by natural disasters such as hurricanes and wildfires by giving people access to rides to shelters, feeding first responders, and moving essential supplies via Uber Freight .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2021, Uber moved 4 million pounds of food, water, PPE, and other essential supplies to communities in distress .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Supported Afghan refugees Uber supported refugee resettlement organizations with 1 million to help Afghan refugees with rides (more than 14,000), temporary housing, and other immediate needs upon arrival in the US .
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"We worked with key organizations such as FWD .us, the International Rescue Committee (IRC), Lutheran Immigration and Refugee Service, No One Left Behind, Team Rubicon, Women for Afghan Women, and other frontline organizations supporting Afghan families .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber also bolstered resources needed for these efforts by raising 1 .1 million through our in app donation button for IRC’s resettlement programs .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber matched up to 1 million of the funds raised .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Provided humanitarian assistance for Ukrainians Uber responded to the war in Ukraine and partnered with the IFRC and its Red Cross chapters, IRC, and United Nations organizations including the UNHCR (the UN Refugee Agency), the United Nations Children’s Fund (UNICEF), and the World Food Programme .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber donated to humanitarian agencies to feed Ukrainians and provide critical relief .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber also helped riders donate directly to Ukraine relief at the tap of a button in the app .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We helped power 3 .5 million in donations, including a 1 million match by Uber .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To give riders more ways to help, we also launched Uber for Ukraine, a ride product in key European markets with an added surcharge that was given to the IRC for refugee relief .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We gave over 60,000 free rides to help people fleeing the crisis move to safety within Ukraine and across the border, and to help governments and NGOs with humanitarian relief .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Anti racism education for riders and drivers In 2021, Uber made progress on our commitment to build racial equity internally and externally in our products, services, and advocacy and in communities where our riders and drivers come from .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"With the goal of ridding our platform of racism, Uber rolled out anti racism and unconscious bias training for riders and drivers in Brazil and the US .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Uber partnered with diversity, equity, and inclusion experts to develop training based on Uber incident reports to help address racism and create more positive, inclusive experiences every day on the platform .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Supporting Black owned businesses In 2020, Uber committed 10 million over the following 2 years to support Black owned businesses through programs with Black owned businesses directly and through partnerships with Black owned restaurants on Uber Eats .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our main partner and advisor across our commitment to Black businesses has been EatOkra, a small Black owned business themselves, and a directory app that promotes and supports Black owned businesses .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, as part of Uber’s pledge, Uber Eats hosted a few events in Atlanta to support Black owned restaurants, including sponsoring the Taste 404 Summit in Atlanta in April 2022, which brought together owners and staff from 29 Black owned restaurants to share and learn about how to grow their businesses on and off platform .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Since Uber began in 2010, our technology has allowed millions of people around the world to earn when, where, and how they want .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Today, Uber is one of the world’s largest open platforms for work, offering opportunities to earn money in 72 countries and over 10,000 cities .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Between 2016 and 2021, more than 31 million people used Uber’s platform to earn .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In total, they generated over US 150 billion in earnings, excluding tips .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Who’s earning with Uber Drivers and couriers using Uber are as diverse as the cities and countries they serve .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"They include professional drivers, veterans, students, parents returning to work, people supplementing a primary income, and everything in between .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Share of drivers who also deliver who are female .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Open access Individuals who earn money using platforms like Uber’s do not need to wait for a job opening or even interview for a role .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While regulatory requirements vary across countries and cities, in many of Uber’s markets individuals who have documentation and licenses required by local laws and a vehicle meeting Uber’s requirements can sign up and start earning within a few days after passing a background screening .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Low barriers to entry ensure that workers from all backgrounds, regardless of race, ethnicity, gender, sexual orientation, education, or other characteristics, have equal access to work .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This also means that platform work attracts diverse groups of workers who may have been historically marginalized from the labor market .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Control and autonomy Drivers and couriers who earn with Uber have real time control over their working hours, times, and locations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"There are no negotiations or minimum hours, only reasonable constraints on maximum hours to promote safety and comply with local regulations .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Working with multiple platforms Drivers and couriers working with Uber can work across multiple apps, with no restriction on how they spend their time outside of the Uber app.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The ability to work with multiple apps not only offers workers more choice, but it also fosters healthy competition among platforms.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For key examples of Board and committee oversight of ESG issues, and specifically driver and courier well being, please view page 64 of this report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Research has shown that the majority of platform workers in the US choose to work with more than one platform .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A 2021 survey of drivers and couriers working with Uber in the US found that nearly 75% reported having worked with at least one platform other than Uber .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Delivering food or groceries (78% and 48%, compared with 62% and 10% of single appers).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Driving and or delivering full time (39%, compared with 21% of single appers).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The COVID 19 pandemic has created lasting disruption to the labor market .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"According to the International Labour Organization, global working hours in 2021 were estimated at 4 .3% below pre pandemic levels, the equivalent of 125 million full time jobs lost .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Research has long suggested that platform work could help people meet their financial needs in a crisis, but COVID 19 stress tested that claim .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In early 2021, Accenture surveyed nearly 5,000 new platform workers and analyzed Uber’s data covering 7 million platform workers across 6 countries (Australia, Brazil, Canada, France, the UK, and the US) .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Accenture’s research suggests that platform work provided workers with a financial safety net, an ongoing connection to the labor market, and satisfying work that was more than a means to an end .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Platform work was an essential or important source of income They would not be able to meet financial needs without income from platform work.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Platform work acted as a secondary source of financial security.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Workers surveyed for the report who lost a job during the pandemic before starting platform work indicated that a connection to the labor market helped them maintain skills, motivation, and work habits .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Platform work can also help improve employability: 65% of people who started platform work during the pandemic agreed that they gained valuable skills that could help their future employment prospects .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In some countries where Uber operates, workers can switch between rideshare and delivery at the touch of a button .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Accenture observed use of this flexibility in response to shifts in consumer demand: in Australia, Canada, and the US, the proportion of rideshare workers completing delivery trips doubled between December 2019 and December 2020 .
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"In the US, 22% of drivers taking UberX trips also delivered in the last 4 weeks of 2021 .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Women and flexible work Research has shown that: Women benefit more from flexible work arrangements than their male counterparts .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Women favor jobs with more independence, shorter workweeks, less structure, and increased decision making, and they place greater importance on interpersonal relationships .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The COVID 19 pandemic affected women more than men .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The employment level for women in the US fell 18 percentage points between February and April 2020, dropping 3 .7 percentage points more than the employment level of their male counterparts .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Research has attributed the gap to child care responsibilities among women with school age children and female overrepresentation in the sectors most adversely affected .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"As economies recovered from the COVID crisis, women were able to rely on app based work for flexible earning opportunities especially food and grocery delivery .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"During 2021, the number of women working on the Uber platform in the US nearly doubled and surpassed pre pandemic levels .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The number of women who signed up to earn with Uber in 2021 exceeded the 2019 amount by more than 50% .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And on Uber’s growing delivery platform, the share of women among couriers also increased .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While digital apps and platforms like ours have been and continue to be powerful forces for creating economic opportunity, it’s clear that more can be done to improve the quality and security of platform work .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re committed to partnering with workers and their advocates, governments, and other platform companies to improve the quality of independent platform work .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Flexibility: The freedom to choose if, when, where, and how to work .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Earnings: Fair and transparent earning opportunities .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Chile: The legislature passed a law that incorporates platform workers into the government’s healthcare and pensions scheme and introduces new requirements for platform companies to guarantee earnings at 120% of the minimum wage for time spent actively working, maintain on app insurance coverage, provide couriers with safety equipment, and reconsider disputed decisions .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The bill also provides a pathway to unionization for independent contractor workers .
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Benefits and protections: Access to social protections and benefits.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Washington State (US): Governor Jay Inslee signed into law a.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In November 2020, Proposition 22 passed with support from over 58% of California voters .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Prop 22 ensures that drivers and couriers working with platforms like Uber get a number of benefits, including an earnings guarantee, healthcare stipends, injury protection insurance, and safety training .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A September 2021 survey of drivers and couriers working with Uber, DoorDash, Instacart, and Lyft in California found that: that fit the work .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Voice: Meaningful representation, with demonstrable action on feedback .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Growth: Lifelong learning and development opportunities . bill drafted in collaboration with Teamsters 117 and their affiliated Drivers Union that preserves rideshare driver independence and confers new benefits such as a minimum earnings guarantee, injury protection and paid sick leave, and a process to appeal deactivations . 89% believe Prop 22 protects their freedom and flexibility.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
